"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"28","Samsung 3.5mm Earphone (EO-IA500), Black  ","Peter Jason Ranosa","Verified Purchase","Reviewed in Australia on 22 December 2021","5.0 out of 5 stars","        Listening to music  while for exercise  "
"29","Samsung 3.5mm Earphone (EO-IA500), Black  ","Australian People","Verified Purchase","Reviewed in Australia on 6 February 2022","5.0 out of 5 stars","        great affordable product  "
"30","Samsung 3.5mm Earphone (EO-IA500), Black  ","Arash","Verified Purchase","Reviewed in Australia on 4 August 2022","4.3 out of 5 stars","        Good price, nice design. I like how the case stays charged a long time.  "
"31","Samsung 3.5mm Earphone (EO-IA500), Black  ","Arash","Verified Purchase","Reviewed in Australia on 21 May 2022","5.0 out of 5 stars","        Bought it to go with my black shark phone. Really slick design and good range of highs n lows  "
"32","Samsung 3.5mm Earphone (EO-IA500), Black  ","aidil_ology","Verified Purchase","Reviewed in Australia on 14 July 2022","3.0 out of 5 stars","        Kinda wish they went just a bit louder but worth the price and hard to find something to fit your ear.  "
"33","Samsung 3.5mm Earphone (EO-IA500), Black  ","Mr.Rico1","Verified Purchase","Reviewed in Australia on 5 February 2022","5.0 out of 5 stars","        Ordered these for my son and he likes them even better than the actual apple air pods they replaced. The sound is great and he can use them for gaming and listening to music equally well. Great quality and long battery life, plus he thinks they looks super slick. Excellent price for such great ear buds. Very happy with them!  "
"34","Samsung 3.5mm Earphone (EO-IA500), Black  ","Jenny Lee","Verified Purchase","Reviewed in Australia on 8 February 2022","5.0 out of 5 stars","        I’ve had these for almost a year now and I couldn’t be more satisfied. It’s affordable, but the quality of it never lets me down. The sound quality is great and they feel comfortable in my ears. And durable too! I dropped them so many times but they still worked no matter what. Sadly, I lost the case recently and had to use my warranty, but the customer support was amazing! They helped me through every step of the way and got me a new product. I’m really thankful for them. The only complaints I have its that the battery doesn’t last too long, but if you charge them for a few minutes they’re good to go again. And the protection screens inside the earbuds fell off, but I believe that’s my fault for bad management. They worked just fine though, I just needed to be careful not to get water in there.TLDR: Great product for music and gaming, great customer support. Will be buying from them again soon, I definitely recommend. 10/10(P.S.: The pictures are of my new earbuds, the last one is of my year old one that I lost the case of. They still work though, so I use them sometimes!)  "
"35","Samsung 3.5mm Earphone (EO-IA500), Black  ","Victor","Verified Purchase","Reviewed in Australia on 5 April 2023","5.0 out of 5 stars","      Un maravilloso complemento para el telefo y definitivamente con un audio asombroso :)    "
"36","Samsung 3.5mm Earphone (EO-IA500), Black  ","Victor","Verified Purchase","Reviewed in Australia on 12 August 2022","5.0 out of 5 stars","        These are fun, decent quality wireless headphones.  I bought these as a replacement for a pair of Skullcandy Indy ANC. Out the box fit is decent and easy to set up.The good ear fit works well for natural noise canceling but it doesn't have any active noise canceling features.The sound quality is soild, a little lacking when you try it againsy some other headphones, but for the price it's a nice little gem.  "
"37","Samsung 3.5mm Earphone (EO-IA500), Black  ","Pedro S.","Verified Purchase","Reviewed in Australia on 10 March 2024","5.0 out of 5 stars","      La verdad fue lo que esperaba me llegó dos días antes de lo que decía en la entrega muy recomendados    "
"38","Samsung 3.5mm Earphone (EO-IA500), Black  ","Pedro S.","Verified Purchase","Reviewed in Australia on 6 July 2022","5.0 out of 5 stars","        I have been using it for 8 months and it still feels really good. The equalizer is okay.  "
"39","Samsung 3.5mm Earphone (EO-IA500), Black  ","Alex Bishop","Verified Purchase","Reviewed in Singapore on 12 April 2022","5.0 out of 5 stars","        I like this  "
"40","Samsung 3.5mm Earphone (EO-IA500), Black  ","Joel cantor ","Verified Purchase","Reviewed in the United States on 25 February 2024","5.0 out of 5 stars","        Perfect fit to the ears, beautiful sound and half decent battery life.  "
"41","Samsung 3.5mm Earphone (EO-IA500), Black  ","Joel cantor ","Verified Purchase","Reviewed in Canada on 14 April 2023","5.0 out of 5 stars",NA
"42","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase","Reviewed in Japan on 8 October 2022","5.0 out of 5 stars",NA
"43","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase","Reviewed in Mexico on 15 November 2022","5.0 out of 5 stars","      Audio de buena calidad más mi celular Black Shark 4 queda estupendo ya que son la misma marca    "
"44","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase","Reviewed in the United States on 5 July 2022","5.0 out of 5 stars","      Estan interesantes con un diseño atractivo. Llegó 2 semanas antes de lo que indica amazon.El modo gaming, tiene delay, pero es mas bajo comparado con otros buds    "
"45","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase","Reviewed in Mexico on 20 December 2023","4.3 out of 5 stars","        UPDATE!  Don't let the batteries get because they stop charging.  I can't even send them back now either because my return window has closed.  I still highly recommend these ear buds tho.  I am ordering another pair.  This time I will keep them cooler.  LolI often look on amazon for truly wireless earbuds.  I want the best sound without spending a bunch of money.  I FINALLY found that with these ear buds!  They are so good and sound great.  They fit in my ears perfectly and I finally feel like I have something that can give Bose and Beats and any other brand of ear buds a run for their money.  They sound so good and look pretty cool too.  They come very well packaged too.  The actual packaging and the storage/charging unit that comes with are just as good as the ear buds.  Get them and I promise you won't regret this purchase.  "
"46","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase","Reviewed in Canada on 9 March 2024","5.0 out of 5 stars","        [Update] talked with customer service about the issue and they sent a replacement, gotta say was not expecting that so I'm satisfied with the new buds they work great and the volume adjustment isn't as finicky as my last pair but we'll see how they hold up. Once again thanks to the great customer service at black shark.Only had it for less than 2 months and it worked great the volume adjustment needs some work but the bass was good too until the volume in the right bud suddenly went down. Idk what happened I didn't drop it (the left bud I dropped but works the same) I didn't submerge it in water... a shame cus now I have to use only one bud cus of the volume imbalance but other than that these are great.  "
"47","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase","Reviewed in Japan on 13 January 2024","3.0 out of 5 stars","      Super rápidos para conectarse, excelente calidad.    "
"48","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase","Reviewed in Canada on 19 January 2024","5.0 out of 5 stars","        wear them at work every day noise cancelation is nice cant hear my boss barking orders, hell there was a fire in the shop and people running and screaming like it was the end of the world!!!! dident hear a thing!!!! everyone thought i was crazy sweepin floors as the building was on fire i looked up and noticed everyone was gone.... cranked them bad boys up even more, sound quality soo good it completly blocked out the fire alarm!! i was in there working while fire fighters were putting out the fire!! ive ran these babys over with the fork lift! left them in the freezer at work, and they hold up well!! jammin out to some rick astley NEVER GUNNA GIVE UP THESE BUDS!!!!  "
"49","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars","        Good earbuds for its budget.Charge lasts longQuality 8/10LightweightLook 9/10  "
"50","Samsung 3.5mm Earphone (EO-IA500), Black  ",NA,NA,NA,"5.0 out of 5 stars","      Me gustó por completo los compré por qué Tengo un black shark 2 y se que es calidad    "
