"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"14","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Endro Wedianto","Verified Purchase","Reviewed in Australia on 20 February 2024","4.5 out of 5 stars","        I followed the instructions and started with the smallest silicon earpieces. Ended up with the second smallest, which are comfortable, and still seal the ear canals.I couldn't see a L or an R anywhere but figured the cable with the button is the right channel.Worked out which way around the pods go and plugged them in.I am listening to them through a XDUOO XD05 Bal DAC/Headphone Amp.Hard to say they sound as good as my $400 Sony WH1000 Noise-cancelling headphones, but they sound great, and I have no desire to change. They are truly a comfortable fit once you get the silicon earpiece sizes sorted. Also a lot less cumbersome to wear and not as expensive to lose as the WH1000 Headphones; and they fit in my pocket, although I'd probably use a pouch first.3.5mm plug didn't want to plug into the phone and stay but did snap into the 3.5mm to 6.5mm adaptor that plugs into the DAC.Well worth the coin.  "
"15","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Daniel Gorgievski","Verified Purchase","Reviewed in Australia on 4 September 2023","5.0 out of 5 stars","        They work, They're loud, They're clear (very Clear) and I think that they will go pound for pound with many of the other models out there with a much higher price point. If you are looking to buy these for everyday use and not professional use. Then you have found a decent set of plugs.... Now, you're gonna have other users tell you they are muddy, tinny, lack mid and even have overpowering mids.. let's face it, you're probably not even going to notice as a standard user listening to Spotify... If you're a professional and need them for specific work or whatever, then this isn't the review for you. All i can say as what i call a standard user/music lover they get the job done and done very well... Fit better then that air pods pro from a fit side. Do have some weight from the styling of the metal and the cable will question your ability to set them up.. The over ear cable also secured them well after i had to swap the way i put them together. Passive sound isolation is as others would be. Ear tips a comfortable. Cable length is acceptable. would buy again if i had to purchase another pair.  "
"16","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Neddy Spaghetti","Verified Purchase","Reviewed in Australia on 8 December 2023","3.0 out of 5 stars","        It sounds great I can tell. I’m also biased because this is my first ever in-ear monitor, but if you are in the same place as me, it is a great choice. It can be a bit bulky when you put it in your ear, if you get to compare with other brands. But who cares? It is comfortable in my ears. :D  "
"17","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","NICK G","Verified Purchase","Reviewed in Australia on 22 December 2023","5.0 out of 5 stars","        This product is amazing. I love sound quality. The sound quality is impressive..Highly recommend  "
"18","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","MARCEL MEDINA","Verified Purchase","Reviewed in Australia on 27 February 2023","5.0 out of 5 stars","        I really like everything about these ear phones.I switched out the standard size earbuds to the smallest one as I have small ears. And it’s super comfortable and at times you forget you’re wearing it.My only complaint is that the cable is a bit too short for my needs. These are my first ever in ear monitor earphones so not sure if that’s a standard length hence I didn’t take off any stars for it.Otherwise I’m happy with it. Sound quality was great, already helped me fix some of my vocal and guitar mixing for my helix live performance presets.I do recommend the purchase.  "
"19","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Lion Jean","Verified Purchase","Reviewed in Australia on 16 October 2022","5.0 out of 5 stars","        Very good smooth  "
"20","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Kevin Magalona","Verified Purchase","Reviewed in Australia on 15 September 2023","5.0 out of 5 stars","        Absolutely blown away with the value for money with these IEMs. I found these by accident and seen some reviews, but experiencing them myself has really been a game changer. I couldn’t believe what I was hearing and the bass punches way above it’s weight. I ended up buying another set as back up…totally in love with these and no one will change my mind 😀  "
"21","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","KimH ","Verified Purchase","Reviewed in Australia on 10 November 2023","5.0 out of 5 stars",""
"22","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Bill","Verified Purchase","Reviewed in Australia on 6 March 2023","5.0 out of 5 stars","        Very happy with this purchase for the price tag.  "
"23","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ",NA,"Verified Purchase","Reviewed in Australia on 5 November 2023","5.0 out of 5 stars","        Very comfy, good sound, not the best, but better than apple default headphones.They aren't overbearing in bass, slight distortion at louder volumes. They are still quite 'punchy' without that cheap sound feel from $5 headphones.Not as good as bose headphones or more expensive sony.Still much better than anything else at this price.The sound clarity I would rate 7/10.Found them quite comfortable.Would buy them again at this price.Decent degree of sound isolation.Gives an immersive feel to the sound that I find quite nice. Feels like the sound is in your head. Doesn't have that large sound stage but these are in ear so eh.They are now my go to headphones if I'm using them at home  "
"24","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Excellent earlier delivery and excellent product as well im very happ ","Verified Purchase","Reviewed in Australia on 9 July 2023","5.0 out of 5 stars","        Great product. Lived up to expectations as described in numerous reviews.My evaluation is based on listening to music tracks having a full range of the sound spectrum.Compared with other headphones, sound great.Have to be worn and inserted in the ear correctly to obtain the best of the sound characteristics these units can deliver.Yet to try on intended use, monitoring electronic drums however.Great sound for the price. Very happy with this purchase.  "
"25","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Excellent earlier delivery and excellent product as well im very happ ","Verified Purchase","Reviewed in Australia on 26 January 2024","5.0 out of 5 stars","        I wasn't sure what to expect when these arrived, but after playing around with the fit, it became pretty obvious these headphones represent amazing value.  The tone is warm and detailed, with the bass being round, defined and not muddy at all with decent low end extension.  I found myself skipping through tracks trying to find a genre that they would stumble on, but they're surprisingly well balanced.  If you're interested in seeing what these multi-driver IEMs are like without spending too much money, I doubt you'll be disappointed with these.  Whether they last any length of time, we'll see.. I really hope they do.  "
"26","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Jay L","Verified Purchase","Reviewed in Australia on 20 February 2024","5.0 out of 5 stars","        The sound is incredible coming from HD Audio straight out of a motherboard. Super clean sound and so interesting to hear something so compact produce such a powerful sound. The high end is present but never over the top at all. Such a good tune from these guys even listening to super loud mixes. The clarity is insane moving from over the ear headphones that are more than double the cost.Cannot recommend these enough! Impressive!  "
"27","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Jack Sparrow","Verified Purchase","Reviewed in Australia on 1 November 2023","4.5 out of 5 stars","        Comfortable, good sound quality across the spectrum. Bass level is dependent upon hwo well you seat the ear tip in your ear.  "
"28","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Anthony Putten","Verified Purchase","Reviewed in Australia on 16 October 2023","5.0 out of 5 stars","        They’re fine. In-ear monitors are weird.  "
"29","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Nb","Verified Purchase","Reviewed in Australia on 26 August 2022","3.0 out of 5 stars","        It may sound odd for something this inexpensive, but these so far are best sounding IEMs I’ve owned. These completely blow my US $1500 custom moulded 6 driver IEMs out of the water, as well as all my other leading brand IEMs. I am completely amazed at the sparkling top end, perfect amount of bass and slightly rolled back mids. For me, the default ear buds perfectly isolate the outside noise. I immediately bought a second pair as well as the upgraded cables. Using these now as my main IEMs on stage.  "
"30","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Christian Ramsden","Verified Purchase","Reviewed in Australia on 2 May 2023","5.0 out of 5 stars","        My first KZ product was a pair of AS10's, which I loved and still have 2 years later. I wanted a new set of earphones (with a mic) to use for conference calls (Skype / Zoom etc) at my workstation. For that purpose these work great. I find them comfortable to wear for hours at a time and frequently use them to listen to music and edit video work.I was very surprised to hear the EQ difference between these and the AS10's. Both have more clarity and detail than anything I've used before, including $400+ Bose headphones. The ZS10's have a far brighter EQ than the AS10's (which are warmer and more bottom heavy, but not what I'd call boomy). The ZS10's have a lot of top end clarity and fairly tight/controlled bass. I boost the bass slightly on my SoundBlaster external interface. Switching between these two earphones is chalk and cheese, but after a few minutes on either I'm content.For 5 drivers per side, at this sort of money, this is hard to beat.  "
"31","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Mitchell Winyard","Verified Purchase","Reviewed in Australia on 31 October 2022","5.0 out of 5 stars","        I have been looking for a way to not have to wear headphones constantly whilst gaming or working from home. I bought these ZS10 Pros on a whim to see if they would be any good in comparison to my Bose QC25 or Corsair HS70 Pros.They blow both completely out of the water. It's an entirely different listening experience.Listening to music is an absolute joy with these IEMs. I can hear instruments and other subtle parts of a track I didn't know existed before. The bass is punchy without being overbearing and the highs are crisp and clear. The highs can be a little too loud at times but this hasn't caused any ear strain.Overall, a fantastic package. Highly recommend for first IEMs.  "
"32","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Amazon Customer","Verified Purchase","Reviewed in Australia on 5 April 2023","5.0 out of 5 stars","        Great wired headphones, including a microphone.  The microphone has a button and is push to talk, which is good for noisy environments, such as a stage.  "
"33","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","SW","Verified Purchase","Reviewed in Australia on 31 August 2023","5.0 out of 5 stars","        After buying and returning the Moondrop and Simgot IEM earphones, I bought this pair with little expectations thinking that at least they are cheap so if the quality is not ideal it's ok.I was immediately blown away by the sound quality. This is by far the best IEM compared to Moondrop and Sigmot. The earbuds are comfortable and easy to seal on my ears. The bass is awesome.I bought the yellow one and it came with clear cable. It's really pretty!Very happy about this purchase!  "
"34","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","sailorsushi","Verified Purchase","Reviewed in Australia on 3 October 2023","5.0 out of 5 stars","        still using it years later. great for beginners.  "
"35","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","harry","Verified Purchase","Reviewed in Australia on 6 December 2022","5.0 out of 5 stars","        Great quality, great sound crystal clear with great bottom end.  "
"36","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Stoked with these headphones ","Verified Purchase","Reviewed in Australia on 6 August 2020","5.0 out of 5 stars","        Absolutely stoked with the value for money with these IEMs. I had heard good things, but experiencing them myself has really been outstanding.  "
"37","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Amazon Customer","Verified Purchase","Reviewed in Australia on 26 January 2024","5.0 out of 5 stars","        Very impressed.  "
"38","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Analyn","Verified Purchase","Reviewed in Australia on 20 February 2024","5.0 out of 5 stars","        I like that it fits well. What I don’t like is that it is so hard to figure out how to out together. Sound quality suoerb love the base a whole new different experience. It is like having a surround system headphone.  "
"39","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Analyn","Verified Purchase","Reviewed in Australia on 5 February 2022","5.0 out of 5 stars","        Although i'm definitely not an audiophile, I can say with certaintiy that these are such a worthwhile upgrade for relatively affordable pricing. I owned a pair of Hyperx Cloud 2 headphones previously and changed out the ear muffs after the wear and tear of the original finally got to it, and it was great. But after changing to these, I can say with certainty that this was worth (although I now had to upgrade my whole setup but eh, it is what it is).If you're looking to get something reasonable and with a better sound profile, boy do I recommend these.  "
"40","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Patrick Le","Verified Purchase","Reviewed in Australia on 14 July 2023","5.0 out of 5 stars","        I watched a video by optimum tech on youtube where he discussed these iem's. They are amazing! I use them every day for both gaming and listening to music. The sound quality is great. They have fantastic dinamic range with a nice bit of bass too. Great sound. The comfort is something that I find to be ever so slightly an issue. For long sessions I find myself having to take them out for short amounts of time to give my ears a rest. The case presses against my inner ear and makes it slightly sore. Other than that they are amazing!  "
"41","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Tamati Thompson-Smith","Verified Purchase","Reviewed in Australia on 19 October 2022","4.5 out of 5 stars",NA
"42","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Scotchss","Verified Purchase","Reviewed in Australia on 31 August 2023","5.0 out of 5 stars",NA
"43","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Gazza","Verified Purchase","Reviewed in Australia on 22 August 2023","3.0 out of 5 stars","        A little skeptical because of price, but happily surprised with how good they sound, I play fps games and they are grey  "
"44","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Rimshot_24","Verified Purchase","Reviewed in Australia on 15 June 2023","5.0 out of 5 stars","        These headphones surely pack a punchWow wow wow!!  "
"45","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Rimshot_24","Verified Purchase","Reviewed in Australia on 29 August 2023","5.0 out of 5 stars","        This is my first In-Ear Monitor. I've always used earbuds before but the KZ ZS10 Pro are levels above in sound quality. Cable looping over ears seemed a bit strange at first but it holds them securely and makes them very comfortable to wear for long periods. They have a very balanced sound and you can hear an amazing level of detail and position for instruments and vocals. This is also helped by great sound isolation. I don't know how they do it for the price.  "
"46","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Marcus ","Verified Purchase","Reviewed in Australia on 3 March 2023","5.0 out of 5 stars","        Amazing sound and build quality!  Crisp and clear sound at all frequency range. Bass is clear, punchy and not muddy or boomy. Simply well balanced with the highs. The mix of matt silver and blue line design is just sublime.Cables can be better. Tangle much.Took a while for delivery, it it stil came within a month.  I couldn't wait so, I ordered from another seller and it came within a week.  I continue to wait for this only because of the quality of the product and done mind having two of these mind blowing iems for it's price.Overall, still worth the wait and price.  "
"47","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Marcus ","Verified Purchase","Reviewed in Australia on 10 February 2022","5.0 out of 5 stars","        Sound is clear, used them in a band setting. Vocals were clear, instrument mix was ok. I needed to mix it better in my ears. Overall perfect for what needed.  "
"48","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Kevin","Verified Purchase","Reviewed in Australia on 15 February 2022","5.0 out of 5 stars","        These are better than the Shure E215. Highly recommended  "
"49","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","daryl ","Verified Purchase",NA,"5.0 out of 5 stars","        Singing professionally  "
"50","Moondrop Space Travel TWS Earphone Bluetooth 5.3 Noise Canceling True Wireless Stereo IEMs (Black)  ","Jarrod Hazelton","Verified Purchase",NA,"5.0 out of 5 stars","        I've used quite a few sets of over ears and in ears and nothing I've had come close to these for the price, primarily used for metal music and gaming and can't fault them at all other then long xotwnded use comfort which can be easily fixed by the replacing the buds.  "
